Search_Rank,MIM_Raw,MIM_ID,Entry_Prefix,Title,Included_Titles,Relation_Class,Mechanism_Tag,Age_Scope,Hemorrhagic_Flag,Venous_Predominant_Flag,Gene_Phenotype_Link_Status,Linked_Gene_Symbols,Target_Eligible_Strict,Decision,Reason,Evidence_URL
871,#615300,615300,#,PERRAULT SYNDROME 4; PRLTS4,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
872,#615378,615378,#,"ATRIAL FIBRILLATION, FAMILIAL, 14; ATFB14",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
873,#615745,615745,#,ATRIAL STANDSTILL 2; ATRST2,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
874,#615770,615770,#,"ATRIAL FIBRILLATION, FAMILIAL, 15; ATFB15",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
875,#616166,616166,#,"AORTIC ANEURYSM, FAMILIAL THORACIC 9; AAT9",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
876,#616812,616812,#,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 25; LGMDR25",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
877,#618343,618343,#,POLYMICROGYRIA WITH OR WITHOUT VASCULAR-TYPE EHLERS-DANLOS SYNDROME; PMGEDSV,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
878,#618437,618437,#,DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 75; DEE75,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
879,#132900,132900,#,"AORTIC ANEURYSM, FAMILIAL THORACIC 4; AAT4",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
880,#601154,601154,#,"CARDIOMYOPATHY, DILATED, 1E; CMD1E",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
881,#207800,207800,#,ARGININEMIA,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
882,#207900,207900,#,ARGININOSUCCINIC ACIDURIA,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
883,#218030,218030,#,APPARENT MINERALOCORTICOID EXCESS; AME,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
884,#222300,222300,#,WOLFRAM SYNDROME 1; WFS1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
885,#602481,602481,#,"MIGRAINE, FAMILIAL HEMIPLEGIC, 2; FHM2","MIGRAINE, FAMILIAL BASILAR, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
886,#602491,602491,#,"HYPERLIPIDEMIA, FAMILIAL COMBINED, 1; FCHL1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
887,#603285,603285,#,CEREBRAL CAVERNOUS MALFORMATIONS 3; CCM3,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
888,#606408,606408,#,"EHLERS-DANLOS SYNDROME, CLASSIC-LIKE, 1; EDSCLL1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
889,#607091,607091,#,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IId; CDG2D",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
890,#607426,607426,#,"COENZYME Q10 DEFICIENCY, PRIMARY, 1; COQ10D1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
891,#608516,608516,#,MAJOR DEPRESSIVE DISORDER; MDD,"SEASONAL AFFECTIVE DISORDER, INCLUDED; SAD, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
892,#608622,608622,#,"HYPERTENSION, DIASTOLIC, RESISTANCE TO",,Excluded,upstream_hypertension,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
893,#608647,608647,#,"CILIARY DYSKINESIA, PRIMARY, 5; CILD5",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
894,#300623,300623,#,FRAGILE X TREMOR/ATAXIA SYNDROME; FXTAS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
895,#301082,301082,#,IMMUNODEFICIENCY 102; IMD102,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
896,#301163,301163,#,"CARDIOMYOPATHY, DILATED, 3C; CMD3C",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
897,#309800,309800,#,"MICROPHTHALMIA, SYNDROMIC 1; MCOPS1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
898,#613980,613980,#,"ATRIAL FIBRILLATION, FAMILIAL, 9; ATFB9",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
899,#614022,614022,#,"ATRIAL FIBRILLATION, FAMILIAL, 10; ATFB10",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
900,#614049,614049,#,"ATRIAL FIBRILLATION, FAMILIAL, 11; ATFB11",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
901,#614050,614050,#,"ATRIAL FIBRILLATION, FAMILIAL, 12; ATFB12",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
902,#619127,619127,#,MANDIBULOACRAL DYSPLASIA PROGEROID SYNDROME; MDPS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
903,#619538,619538,#,CEREBRAL CAVERNOUS MALFORMATIONS 4; CCM4,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
904,#619897,619897,#,"CARDIOMYOPATHY, DILATED, 2G; CMD2G",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
905,#620058,620058,#,FAMILIAL APOLIPOPROTEIN GENE CLUSTER DELETION SYNDROME,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
906,#620389,620389,#,"NEMALINE MYOPATHY 5C, AUTOSOMAL DOMINANT; NEM5C",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
907,#620917,620917,#,SPERMATOGENIC FAILURE 95; SPGF95,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
908,%157700,157700,%,MITRAL VALVE PROLAPSE 1; MVP1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
909,%159300,159300,%,MUSICAL PERFECT PITCH,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
910,%608901,608901,%,"CORONARY HEART DISEASE, SUSCEPTIBILITY TO, 5",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,心脏缺血/心律失常全文命中，但未进入预设心源性扩展白名单,
911,%608988,608988,%,"ATRIAL FIBRILLATION, FAMILIAL, 2; ATFB2",,Extended_etiologic_record,cardioembolic_upstream,Not_assigned,false,false,etiologic_record_without_target_extraction,,false,Retain_as_evidence_record,保留为病因学扩展记录，但当前未提取可靠单基因靶点或病因过于间接,
912,%612161,612161,%,"ANEURYSM, INTRACRANIAL BERRY, 7; ANIB7",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
913,%612162,612162,%,"ANEURYSM, INTRACRANIAL BERRY, 8; ANIB8",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,以出血性脑血管病或血管畸形为主，排除AIS主线,
914,%606787,606787,%,PERIPHERAL ARTERIAL OCCLUSIVE DISEASE 1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
915,613600,613600,,"TORSADE DE POINTES, SHORT-COUPLED VARIANT",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
963,#148300,148300,#,KERATOCONUS 1; KTCN1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
964,#150550,150550,#,"PERIODIC FEVER, IMMUNODEFICIENCY, AND THROMBOCYTOPENIA SYNDROME; PFITS",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
965,#169400,169400,#,PELGER-HUET ANOMALY; PHA,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
966,#187950,187950,#,THROMBOCYTHEMIA 1; THCYT1,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
967,#609535,609535,#,"DRUG METABOLISM, ALTERED, CYP2C19-RELATED","MEPHENYTOIN, POOR METABOLISM OF, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
968,#610379,610379,#,"WEST NILE VIRUS, SUSCEPTIBILITY TO",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
969,#611762,611762,#,FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 2; FCAS2,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
970,#612926,612926,#,"HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6; AHUS6",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
971,#613118,613118,#,ANTITHROMBIN III DEFICIENCY; AT3D,,Extended_etiologic_record,thrombophilia,Mixed,false,true,verified_phenotype_gene_link,SERPINC1,false,Retain_as_evidence_record,保留为预设AIS证据记录；是否可产出靶点由gene–phenotype链路字段决定,https://www.ncbi.nlm.nih.gov/gene/462
972,#613523,613523,#,CHROMOSOME 8p11 MYELOPROLIFERATIVE SYNDROME,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
973,#614307,614307,#,ALPHA-METHYLACYL-CoA RACEMASE DEFICIENCY; AMACRD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
974,#614743,614743,#,"PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE SYNDROME, TELOMERE-RELATED, 2; PFBMFT2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
975,#615264,615264,#,"BLOOD GROUP, VEL SYSTEM; VEL","VEL-NULL PHENOTYPE, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
976,#615673,615673,#,MYOPATHY WITH EXTRAPYRAMIDAL SIGNS; MPXPS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
977,#615838,615838,#,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 8; MC3DN8",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
978,#615846,615846,#,AICARDI-GOUTIERES SYNDROME 7; AGS7,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
979,#616669,616669,#,IMMUNODEFICIENCY 45; IMD45,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
980,#616881,616881,#,"LEUKODYSTROPHY, HYPOMYELINATING, 13; HLD13",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
981,#617222,617222,#,"SUDDEN CARDIAC FAILURE, INFANTILE; SCFI",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
982,#617591,617591,#,PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3; PRAAS3,"PROTEASOME-ASSOCIATED AUTOINFLAMMATORY SYNDROME 3, DIGENIC, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
983,#618113,618113,#,"ENCEPHALITIS/ENCEPHALOPATHY, MILD, WITH REVERSIBLE MYELIN VACUOLIZATION; MMERV",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,急性脑炎/感染性脑病，非AIS,
984,#618360,618360,#,BRAIN SMALL VESSEL DISEASE 3; BSVD3,,Excluded,arteriopathy_or_small_vessel,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
985,#124000,124000,#,"MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 1; MC3DN1",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
986,#201450,201450,#,"ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF; ACADMD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
987,#201475,201475,#,"ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF; ACADVLD",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
988,#203750,203750,#,ALPHA-METHYLACETOACETIC ACIDURIA,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
989,#203800,203800,#,ALSTROM SYNDROME; ALMS,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
990,#208920,208920,#,"ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH","ATAXIA, ADULT-ONSET, WITH OCULOMOTOR APRAXIA, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
991,#231000,231000,#,"GAUCHER DISEASE, TYPE III; GD3","GAUCHER DISEASE, TYPE IIIA, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
992,#603829,603829,#,"VENTRICULAR FIBRILLATION, PAROXYSMAL FAMILIAL, 1; VF1","VENTRICULAR FIBRILLATION DURING MYOCARDIAL INFARCTION, SUSCEPTIBILITY TO, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,心脏缺血/心律失常全文命中，但未进入预设心源性扩展白名单,
993,#604168,604168,#,"CONGENITAL CATARACTS, FACIAL DYSMORPHISM, AND NEUROPATHY; CCFDN",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
994,#250620,250620,#,3-HYDROXYISOBUTYRYL-CoA HYDROLASE DEFICIENCY; HIBCHD,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
995,#251120,251120,#,METHYLMALONYL-CoA EPIMERASE DEFICIENCY,"METHYLMALONYL-CoA EPIMERASE DEFICIENCY WITH SEPIAPTERIN REDUCTASE DEFICIENCY, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
996,#251260,251260,#,NIJMEGEN BREAKAGE SYNDROME; NBS,"BERLIN BREAKAGE SYNDROME, INCLUDED; BBS, INCLUDED",Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
997,#253260,253260,#,BIOTINIDASE DEFICIENCY,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
998,#253550,253550,#,"SPINAL MUSCULAR ATROPHY, TYPE II; SMA2",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
999,#255110,255110,#,"CARNITINE PALMITOYLTRANSFERASE II DEFICIENCY, MYOPATHIC, STRESS-INDUCED",,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
1000,#255120,255120,#,CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY,,Excluded,other,Not_assigned,false,false,not_verified_for_AIS,,false,Exclude,MIM Match全文命中；当前文件未提供明确成人动脉性AIS表型或经核验的gene–phenotype链路,
