Gene_Symbol,Gene_Name,Entrez_Gene_ID,Ensembl_Gene_ID,Evidence_Tier,In_Strict_28,In_Primary_81,In_MediumExtended_176,In_BroadSensitivity_430,Primary_Source_Databases,Primary_Source_Count,Medium_Source_Databases,Medium_Source_Count,Broad_Source_Databases,Broad_Source_Count,GeneCards_Strict_ge5,GeneCards_Main_ge3,GeneCards_Broad_ge0.9,OMIM_UltraStrict,OMIM_Primary,OMIM_PrimaryPlusExtended,DisGeNET_Primary_raw_ge0.30,DisGeNET_Conservative_EI_ge0.80,DisGeNET_HumanLiterature,GeneCards_Relevance_Score,GeneCards_Knowledge_Score,OMIM_Gene_MIM_ID,OMIM_Phenotype_MIM_IDs,OMIM_Evidence_Layers,OMIM_Mechanism_Tags,DisGeNET_Raw_GDA_Score,DisGeNET_EI,DisGeNET_N_PMIDs,Interpretation_Note
TREX1,Three prime repair exonuclease 1,11277,,MediumExtended,False,False,True,True,,0,OMIM,1,OMIM,1,False,False,False,False,False,True,False,False,False,,,606609,192315,Extended_Etiologic,systemic_microvasculopathy,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TRPM2,Transient Receptor Potential Cation Channel Subfamily M Member 2,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.0354409,87.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TRPM4,Transient Receptor Potential Cation Channel Subfamily M Member 4,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3365415,91.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TRPM7,Transient Receptor Potential Cation Channel Subfamily M Member 7,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.0354409,88.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TSPAN33,Tetraspanin 33,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.7835898,63.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TSPO,Translocator Protein,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,79.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TUG1,Taurine Up-Regulated 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.7358501,52.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
TXN,thioredoxin,7295,ENSG00000136810,MediumExtended,False,False,True,True,,0,DisGeNET,1,DisGeNET,1,False,False,False,False,False,False,False,True,True,,,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VCAM1,Vascular Cell Adhesion Molecule 1,7412,ENSG00000162692,BroadSensitivity,False,False,False,True,,0,,0,GeneCards;DisGeNET,2,False,False,True,False,False,False,False,False,True,1.8315511,93.0,,,,,0.25,0.5,2,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VEGFA,Vascular Endothelial Growth Factor A,7422,ENSG00000112715,Strict,True,True,True,True,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,True,True,True,False,False,False,True,True,True,5.9507003,97.0,,,,,0.35,0.9411764705882352,17,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VEZF1,Vascular Endothelial Zinc Finger 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,67.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VKORC1,Vitamin K Epoxide Reductase Complex Subunit 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,2.5259428,87.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VSNL1,Visinin Like 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.9122307,63.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
VWF,Von Willebrand Factor,7450,ENSG00000110799,Primary,False,True,True,True,GeneCards,1,GeneCards;DisGeNET,2,GeneCards;DisGeNET,2,False,True,True,False,False,False,False,True,True,4.2005696,100.0,,,,,0.2,1.0,5,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
XDH,Xanthine Dehydrogenase,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.6111301,100.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
XPR1,Xenotropic And Polytropic Retrovirus Receptor 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.8315511,78.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
ZEB1,Zinc Finger E-Box Binding Homeobox 1,,,BroadSensitivity,False,False,False,True,,0,,0,GeneCards,1,False,False,True,False,False,False,False,False,False,1.3100295,99.0,,,,,,,,Disease association evidence; not necessarily causal and not proof of therapeutic relevance.
